filepath,species_id,species_name,modality,video_src
/data/CHIRP/data/birds525/clips/american_robin/img_0064.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0066.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0067.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0072.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0073.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0075.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0076.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0077.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0079.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0080.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0081.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0083.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0084.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0085.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0087.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0088.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0090.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0091.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0092.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0093.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0094.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0098.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0099.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0100.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0101.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0102.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0104.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0105.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0106.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0108.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0109.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0110.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0111.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0112.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0114.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0115.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0116.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0117.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0119.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0120.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0122.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0126.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0127.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0128.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0130.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0133.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0135.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0137.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0138.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0140.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0141.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0143.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/american_robin/img_0145.jpg,2,American Robin,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0000.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0001.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0002.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0004.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0005.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0007.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0010.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0011.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0012.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0013.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0014.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0015.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0018.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0019.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0020.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0021.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0022.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0023.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0024.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0025.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0027.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0028.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0029.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0032.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0037.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0038.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0039.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0042.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0043.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0045.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0047.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0049.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0051.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0052.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0053.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0055.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0057.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0058.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0059.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0060.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0061.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0062.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0063.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0064.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0065.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0067.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0068.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0069.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0071.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0072.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0073.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0074.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0075.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0076.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0078.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0079.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0080.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0081.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0082.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0084.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0085.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0086.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0087.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0091.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0094.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0095.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0096.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0097.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0099.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0100.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0103.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0104.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0105.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0106.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0108.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0109.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0110.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0111.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0114.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0115.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0118.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0119.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0121.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0123.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0124.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0125.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0126.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0129.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0130.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0131.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0132.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0133.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0134.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0135.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0136.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0137.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/annas_hummingbird/img_0138.jpg,3,Anna's Hummingbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0001.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0002.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0003.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0005.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0006.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0007.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0010.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0011.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0013.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0015.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0019.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0021.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0022.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0023.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0024.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0025.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0027.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0030.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0031.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0032.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0033.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0034.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0036.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0037.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0038.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0039.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0040.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0041.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0042.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0043.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0044.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0046.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0048.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0049.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0051.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0052.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0053.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0054.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0055.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0057.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0058.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0059.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0061.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0062.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0063.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0065.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0066.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0068.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0069.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0070.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0072.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0074.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0075.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0076.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0077.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0078.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0081.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0082.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0083.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0084.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0085.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0086.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0088.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0090.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0091.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0092.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0094.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0096.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0097.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0098.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0106.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0108.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0109.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0111.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0112.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0113.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0114.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0115.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0116.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0118.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0119.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0120.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0124.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0127.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0128.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0129.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0130.jpg,5,Brewer's Blackbird,image,
/data/CHIRP/data/birds525/clips/brewers_blackbird/img_0131.jpg,5,Brewer's Blackbird,image,
